Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,998,Members - democratic services - advice,Service
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,999,Members - elections - polling stations,Service
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1000,Members - elections - results,Service
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1675,Members - electoral cycle,Service
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1024,Members - executive forward plan,Service
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1025,Members - honours and awards,Service
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1029,Members - induction and training,Service
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1030,"Members - minutes, agendas and reports",Service
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1031,Members - overview and scrutiny,Service
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1032,Members - political offices,Service
115,Democratic services,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1027,Members - secretariat,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,952,Facilities - accessible buildings,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,953,Facilities - air handling units,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,954,Facilities - asbestos,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,955,Facilities - catering services,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1633,Facilities - consumables,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,956,Facilities - council property,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,957,Facilities - energy and fuel,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1301,Facilities - equipment,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,958,Facilities - graphic design,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,959,Facilities - hazardous substances,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1299,Facilities - internal mail,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,951,Facilities - internal room bookings,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1658,Facilities - management,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,960,Facilities - noise,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,961,Facilities - planned maintenance,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,962,Facilities - printing and copying,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,963,Facilities - reactive repairs,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1300,Facilities - reception,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1347,Facilities - risk assessments,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,964,Facilities - staff/visitor car parking,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,966,Facilities - water,Service
118,Facilities,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,965,Facilities -fleet ownership and maintenance,Service
116,Finance,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,726,Benefit fraud,Service
116,Finance,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,967,Finance - accounting,Service
116,Finance,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,968,Finance - financial management,Service
116,Finance,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,969,Finance - financial planning,Service
116,Finance,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,970,Finance - fund management,Service
116,Finance,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1700,Finance - indemnification for members and officers,Service
116,Finance,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1620,Finance - inter-organisational charging,Service
116,Finance,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,971,Finance - management and control,Service
116,Finance,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,972,Finance - revenue and customs,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1718,Staff - accommodation,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1302,Staff - annual leave,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,973,Staff - appraisal,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1298,Staff - apprenticeships,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1661,Staff - benefits,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1656,Staff - business travel,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1641,Staff - consultation and feedback,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1128,Staff - continuing professional development,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,974,Staff - disciplinary procedures,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1665,Staff - disclosure of interests,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1297,Staff - employment tribunals,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,975,Staff - equal pay,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1727,Staff - expenses,Service
119,Human resources,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1290,Staff - grievance,Service
